name,rating,hours,categories,address
Lucky Strike Fenway,2.5 star rating,4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 1:00 AM (Next day);4:00 PM - 2:00 AM (Next day);12:00 PM - 2:00 AM (Next day);12:00 PM - 12:00 AM (Next day),Bowling;Venues & Event Spaces;Arcades,"145 Ipswich St, Boston, MA 02215"
The Friendly Toast,3.5 star rating,8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 3:00 PM,Breakfast & Brunch;Bars,"50 Independence Way, Danvers, MA 01923"
Carrie Nation Cocktail Club,3.5 star rating,Closed;11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day),American (Traditional);Cocktail Bars,"11 Beacon St, Boston, MA 02108"
The Brahmin,3.5 star rating,Closed;4:00 PM - 12:30 AM (Next day);4:00 PM - 12:30 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:30 PM - 2:00 AM (Next day);Closed,American (New);Cocktail Bars,"33 Stanhope St, Boston, MA 02116"
The Quiet Few,5 star rating,5:00 PM - 1:00 AM (Next day);5:00 PM - 1:00 AM (Next day);5:00 PM - 1:00 AM (Next day);5:00 PM - 1:00 AM (Next day);3:00 PM - 1:00 AM (Next day);12:00 PM - 1:00 AM (Next day);12:00 PM - 1:00 AM (Next day),"Beer, Wine & Spirits;Burgers;Cocktail Bars","331 Sumner St, Boston, MA 02128"
Croke Park Whitey's,4.5 star rating,9:00 AM - 2:00 PM;8:00 AM - 2:00 PM;9:00 AM - 2:00 PM;8:00 AM - 2:00 PM;9:00 AM - 2:00 PM;10:00 AM - 2:00 PM;12:00 PM - 2:00 PM,Dive Bars,"268 W Broadway, Boston, MA 02127"
Durty Nelly’s,3.5 star rating,Closed;Closed;Closed;3:00 PM - 8:00 PM;3:00 PM - 8:00 PM;9:30 AM - 1:00 PM;3:00 PM - 8:00 PM;9:30 AM - 1:00 PM;3:00 PM - 8:00 PM,Bars;Irish;Music Venues,"108 Blackstone St, Boston, MA 02109"
Phoenix Landing,3.5 star rating,4:00 PM - 12:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 1:00 AM (Next day),Irish;Pubs;Dance Clubs,"512 Massachusetts Ave, Cambridge, MA 02139"
Regattabar Jazz Club,3 star rating,Closed;4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day),Jazz & Blues,"1 Bennett St, Cambridge, MA 02138"
The Alley Bar,3 star rating,4:00 PM - 10:00 PM;4:00 PM - 10:00 PM;4:00 PM - 10:00 PM;4:00 PM - 10:00 PM;4:00 PM - 10:00 PM;Closed;Closed,Bars,"Boston Harbor Hotel, 70 Rowes Wharf"
The Banshee,3.5 star rating,11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);9:00 AM - 1:00 AM (Next day);9:00 AM - 1:00 AM (Next day),Pubs;Irish,"934 Dorchester Ave, Dorchester, MA 02125"
Brick & Mortar,3.5 star rating,5:00 PM - 1:00 AM (Next day);5:00 PM - 1:00 AM (Next day);5:00 PM - 1:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 1:00 AM (Next day),Lounges;Cocktail Bars;Gastropubs,"567 Massachusetts Ave, Cambridge, MA 02139"
Tiki Rock,3.5 star rating,3:00 PM - 11:00 PM;3:00 PM - 11:00 PM;3:00 PM - 11:00 PM;3:00 PM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day);10:00 AM - 12:00 AM (Next day),Tiki Bars;Cocktail Bars,"2 Broad St, Boston, MA 02109"
Alchemy,3.5 star rating,11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 10:00 PM;11:30 AM - 10:00 PM;11:30 AM - 9:00 PM,Sushi Bars;American (New);Cocktail Bars,"1100 Market St, Lynnfield, MA 01940"
The Friendly Toast,3.5 star rating,8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 3:00 PM,Breakfast & Brunch;Bars,"50 Independence Way, Danvers, MA 01923"
Carrie Nation Cocktail Club,3.5 star rating,Closed;11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day),American (Traditional);Cocktail Bars,"11 Beacon St, Boston, MA 02108"
The Lilypad,4 star rating,7:00 PM - 1:00 AM (Next day);7:00 PM - 1:00 AM (Next day);7:00 PM - 1:00 AM (Next day);7:00 PM - 1:00 AM (Next day);7:00 PM - 1:00 AM (Next day);1:00 PM - 1:00 AM (Next day);1:00 PM - 1:00 AM (Next day),Music Venues;Venues & Event Spaces,"1353 Cambridge St, Cambridge, MA 02139"
Taverna Medallo,2.5 star rating,,Bars,"411 Chelsea St, Boston, MA 02128"
La Hacienda Restaurant and Bar,4 star rating,9:00 AM - 2:00 AM (Next day);9:00 AM - 2:00 AM (Next day);9:00 AM - 2:00 AM (Next day);9:00 AM - 2:00 AM (Next day);9:00 AM - 2:00 AM (Next day);8:00 AM - 2:00 AM (Next day);8:00 AM - 2:00 AM (Next day),Mexican;Bars,"150 Meridian St, East Boston, MA 02128"
Birch Bar,4 star rating,4:30 PM - 1:00 AM (Next day);4:30 PM - 1:00 AM (Next day);4:30 PM - 1:00 AM (Next day);4:30 PM - 1:00 AM (Next day);4:30 PM - 1:00 AM (Next day);4:30 PM - 1:00 AM (Next day);4:30 PM - 1:00 AM (Next day),Cocktail Bars,"425 Summer Street, Boston, MA 02210"
Limelight Stage + Studios,3 star rating,5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);2:00 PM - 2:00 AM (Next day);2:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day),Karaoke;Venues & Event Spaces,"204 Tremont St, Boston, MA 02116"
Blues Union,5 star rating,,Dance Clubs;Jazz & Blues;Recreation Centers,"16 Bow St, Somerville, MA 02143"
Kings Dining & Entertainment,4 star rating,4:00 PM - 11:00 PM;4:00 PM - 11:00 PM;4:00 PM - 11:00 PM;3:00 PM - 1:00 AM (Next day);3:00 PM - 1:00 AM (Next day);11:30 AM - 1:00 AM (Next day);11:30 AM - 11:00 PM,Sports Bars;American (Traditional);Bowling,"60 Seaport Blvd, Boston, MA 02210"
Trophy Room,3.5 star rating,4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);12:00 PM - 8:00 PM,American (New);Cocktail Bars;Gay Bars,"26 Chandler St, Boston, MA 02116"
Bostonia Public House,4 star rating,10:00 AM - 12:00 AM (Next day);11:30 AM - 12:00 AM (Next day);11:30 AM - 1:00 AM (Next day);11:30 AM - 2:00 AM (Next day);11:30 AM - 2:00 AM (Next day);9:30 AM - 2:00 AM (Next day);9:30 AM - 12:00 AM (Next day),American (New);Music Venues;Cocktail Bars,"131 State St, Boston, MA 02109"
GrandTen Distilling,5 star rating,9:00 AM - 4:00 PM;9:00 AM - 4:00 PM;9:00 AM - 4:00 PM;9:00 AM - 4:00 PM;9:00 AM - 10:00 PM;12:00 PM - 10:00 PM;12:00 PM - 6:30 PM,"Beer, Wine & Spirits;Distilleries;Cocktail Bars","383 Dorchester Ave, Boston, MA 02127"
Carrie Nation Cocktail Club,3.5 star rating,Closed;11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day),American (Traditional);Cocktail Bars,"11 Beacon St, Boston, MA 02108"
Alchemy,3.5 star rating,11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 10:00 PM;11:30 AM - 10:00 PM;11:30 AM - 9:00 PM,Sushi Bars;American (New);Cocktail Bars,"1100 Market St, Lynnfield, MA 01940"
Alchemy,3.5 star rating,11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 10:00 PM;11:30 AM - 10:00 PM;11:30 AM - 9:00 PM,Sushi Bars;American (New);Cocktail Bars,"1100 Market St, Lynnfield, MA 01940"
The Cambridge Queen's Head,4 star rating,Closed;Closed;5:00 PM - 1:00 AM (Next day);5:00 PM - 1:00 AM (Next day);5:00 PM - 2:00 AM (Next day);8:00 PM - 2:00 AM (Next day);Closed,Pubs,"45 Quincy St, Harvard University"
The Tip Tap Room,4 star rating,Closed;4:00 PM - 10:00 PM;4:00 PM - 10:00 PM;4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);11:00 AM - 12:00 AM (Next day);11:00 AM - 12:00 AM (Next day),American (New);Bars,"138 Cambridge St, Boston, MA 02114"
Pier 6 Boston Waterfront,3.5 star rating,Closed;Closed;11:00 AM - 10:00 PM;11:00 AM - 10:00 PM;11:00 AM - 11:00 PM;11:00 AM - 11:00 PM;11:00 AM - 10:00 PM,Bars;American (New);Seafood,"1 8th St, Pier 6"
LUCIE drink + dine,4 star rating,7:00 AM - 10:30 AM;5:00 PM - 1:00 AM (Next day);7:00 AM - 10:30 AM;5:00 PM - 1:00 AM (Next day);7:00 AM - 10:30 AM;5:00 PM - 1:00 AM (Next day);7:00 AM - 10:30 AM;5:00 PM - 1:00 AM (Next day);7:00 AM - 10:30 AM;5:00 PM - 1:00 AM (Next day);8:00 AM - 11:30 AM;5:00 PM - 1:00 AM (Next day);8:00 AM - 11:30 AM;4:00 PM - 12:00 AM (Next day),Bars;American (New),"120 Huntington Ave, Boston, MA 02116"
Good Life,3.5 star rating,Closed;Closed;3:00 PM - 10:00 PM;3:00 PM - 10:00 PM;3:00 PM - 2:00 AM (Next day);9:00 PM - 2:00 AM (Next day);Closed,Lounges;Dance Clubs;Burgers,"28 Kingston St, Boston, MA 02111"
Revere Hookah & Lounge,2 star rating,10:00 AM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day);10:00 AM - 4:00 AM (Next day);10:00 AM - 4:00 AM (Next day),Tobacco Shops;Hookah Bars,"10 Winthrop Ave, Revere, MA 02151"
Hops N Scotch,3.5 star rating,Closed;Closed;4:00 PM - 10:00 PM;4:00 PM - 10:00 PM;3:00 PM - 11:00 PM;1:00 PM - 11:00 PM;11:00 AM - 8:00 PM,Bars;American (New);Breakfast & Brunch,"1306 Beacon St, Brookline, MA 02446"
State Park,4 star rating,Closed;3:00 PM - 2:00 AM (Next day);3:00 PM - 2:00 AM (Next day);3:00 PM - 2:00 AM (Next day);3:00 PM - 2:00 AM (Next day);3:00 PM - 2:00 AM (Next day);Closed,American (New);Dive Bars;Venues & Event Spaces,"1 Kendall Sq, Bldg 300, Lower Level"
Lucky's Lounge,3.5 star rating,5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);Closed,Lounges;American (Traditional);Comfort Food,"355 Congress St, Boston, MA 02210"
Tavern at the End of the World,4 star rating,10:00 AM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day),Pubs;American (New),"108 Cambridge St, Charlestown, MA 02129"
Carrie Nation Cocktail Club,3.5 star rating,Closed;11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day),American (Traditional);Cocktail Bars,"11 Beacon St, Boston, MA 02108"
The Friendly Toast,3.5 star rating,8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 3:00 PM,Breakfast & Brunch;Bars,"50 Independence Way, Danvers, MA 01923"
Alchemy,3.5 star rating,11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 10:00 PM;11:30 AM - 10:00 PM;11:30 AM - 9:00 PM,Sushi Bars;American (New);Cocktail Bars,"1100 Market St, Lynnfield, MA 01940"
The Bell In Hand,3.5 star rating,11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day),Lounges;Pubs;Music Venues,"45 Union St, Boston, MA 02108"
The Greatest Bar,2.5 star rating,4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);4:00 PM - 12:00 AM (Next day),Sports Bars,"262 Friend St, Boston, MA 02114"
The Greatest Bar,2.5 star rating,4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);11:00 AM - 2:00 AM (Next day);4:00 PM - 12:00 AM (Next day),Sports Bars,"262 Friend St, Boston, MA 02114"
Row 34,4 star rating,Closed;Closed;5:00 PM - 10:00 PM;5:00 PM - 10:00 PM;11:30 AM - 10:00 PM;11:30 AM - 10:00 PM;11:30 AM - 9:00 PM,American (New);Seafood;Bars,"383 Congress St, Boston, MA 02210"
Habibi's Lounge,3.5 star rating,2:00 PM - 1:00 AM (Next day);2:00 PM - 1:00 AM (Next day);2:00 PM - 1:00 AM (Next day);2:00 PM - 2:00 AM (Next day);2:00 PM - 2:00 AM (Next day);2:00 PM - 2:00 AM (Next day);2:00 PM - 1:00 AM (Next day),Hookah Bars,"1217A Commonwealth Ave, Boston, MA 02134"
Avery Bar,3.5 star rating,Closed;Closed;4:00 PM - 10:00 PM;4:00 PM - 10:00 PM;4:00 PM - 10:00 PM;4:00 PM - 10:00 PM;Closed,Cocktail Bars;Tapas Bars,"10 Avery Street, Boston, MA 02111"
Candi Boston,2 star rating,Closed;Closed;Closed;Closed;10:30 PM - 2:00 AM (Next day);10:00 PM - 2:00 AM (Next day);10:00 PM - 2:00 AM (Next day),Dance Clubs,"279 Tremont St, Boston, MA 02116"
Laugh Boston,3 star rating,Closed;12:00 PM - 6:00 PM;12:00 PM - 9:00 PM;12:00 PM - 9:00 PM;12:00 PM - 9:00 PM;12:00 PM - 12:00 AM (Next day);Closed,Comedy Clubs;Venues & Event Spaces,"425 Summer St, Boston, MA 02210"
Bully Boy Distillers,4.5 star rating,Closed;Closed;Closed;5:00 PM - 11:00 PM;5:00 PM - 11:00 PM;1:00 PM - 11:00 PM;1:00 PM - 6:00 PM,Distilleries;Tours;Cocktail Bars,"44 Cedric St, Roxbury, MA 02119"
Franklin Cafe,4 star rating,5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day),Lounges;American (New),"278 Shawmut Ave, Boston, MA 02118"
Johnny Kono's Bar & Grill,4.5 star rating,8:00 AM - 1:00 AM (Next day);8:00 AM - 10:00 PM;8:00 AM - 1:00 AM (Next day);8:00 AM - 1:00 AM (Next day);8:00 AM - 1:00 AM (Next day);8:00 AM - 1:00 AM (Next day);10:00 AM - 1:00 AM (Next day),Bars;American (Traditional),"269 Park Ave, Weymouth, MA 02190"
Alchemy,3.5 star rating,11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 10:00 PM;11:30 AM - 10:00 PM;11:30 AM - 9:00 PM,Sushi Bars;American (New);Cocktail Bars,"1100 Market St, Lynnfield, MA 01940"
Alchemy,3.5 star rating,11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 9:00 PM;11:30 AM - 10:00 PM;11:30 AM - 10:00 PM;11:30 AM - 9:00 PM,Sushi Bars;American (New);Cocktail Bars,"1100 Market St, Lynnfield, MA 01940"
SuperShag Dance Studios,4 star rating,8:00 AM - 12:00 PM;8:00 AM - 12:00 PM;8:00 AM - 12:00 PM;8:00 AM - 12:00 PM;8:00 AM - 12:00 PM;8:00 AM - 12:00 PM;8:00 AM - 12:00 PM,Performing Arts;Dance Clubs;Dance Studios,"406 Moody St, Waltham, MA 02453"
Boston Crawling,4.5 star rating,8:00 AM - 11:00 PM;8:00 AM - 11:00 PM;8:00 AM - 11:00 PM;8:00 AM - 11:00 PM;8:00 AM - 11:00 PM;8:00 AM - 11:00 PM;8:00 AM - 11:00 PM,Bar Crawl,"200 Portland St 5th, Boston, MA 02114"
Kings Dining & Entertainment - Burlington,3.5 star rating,3:00 PM - 11:00 PM;3:00 PM - 11:00 PM;3:00 PM - 11:00 PM;3:00 PM - 12:00 AM (Next day);3:00 PM - 1:00 AM (Next day);11:30 AM - 1:00 AM (Next day);11:30 AM - 10:00 PM,Bowling;Sports Bars;American (Traditional),"52 Second Ave, Burlington, MA 01803"
Green Street,4 star rating,4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day),Bars;American (New);Desserts,"280 Green St, Cambridge, MA 02139"
Sullivan's Pub,4.5 star rating,,Pubs;Dive Bars,"85 Main St, Charlestown, MA 02129"
Scorpion Bar Boston,2.5 star rating,5:00 PM - 11:00 PM;5:00 PM - 11:00 PM;5:00 PM - 11:00 PM;5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);12:00 PM - 11:00 PM,Mexican;Bars,"58 Seaport Blvd, Ste 200"
Amazin Billiards,5 star rating,12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day),Pool & Billiards;Pool Halls,"40 Faulkner St, Malden, MA 02148"
The Anchor,2 star rating,11:00 AM - 11:00 PM;11:00 AM - 11:00 PM;11:00 AM - 11:00 PM;11:00 AM - 11:00 PM;11:00 AM - 11:00 PM;11:00 AM - 11:00 PM;11:00 AM - 11:00 PM,Beer Gardens;Performing Arts;Venues & Event Spaces,"1 Shipyard Park, Charlestown, MA 02129"
Fifty One Soul,N/A,7:00 AM - 11:00 PM;7:00 AM - 11:00 PM;7:00 AM - 11:00 PM;7:00 AM - 11:00 PM;7:00 AM - 11:00 PM;7:00 AM - 11:00 PM;7:00 AM - 11:00 PM,DJs;Jazz & Blues,"38 Paris St, East Boston, MA 02128"
The Plough & Stars,4 star rating,11:30 AM - 1:00 AM (Next day);11:30 AM - 1:00 AM (Next day);11:30 AM - 1:00 AM (Next day);11:30 AM - 2:00 AM (Next day);11:30 AM - 2:00 AM (Next day);10:00 AM - 2:00 AM (Next day);10:00 AM - 1:00 AM (Next day),Music Venues;American (Traditional);Irish,"912 Massachusetts Ave, Cambridge, MA 02139"
C.F. McCarthy’s,4 star rating,11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);10:00 AM - 1:00 AM (Next day);10:00 AM - 1:00 AM (Next day),American (New);American (Traditional);Irish Pub,"614 Washington St, Canton, MA 02021"
The Friendly Toast,3.5 star rating,8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 3:00 PM,Breakfast & Brunch;Bars,"50 Independence Way, Danvers, MA 01923"
Johnny Kono's Bar & Grill,4.5 star rating,8:00 AM - 1:00 AM (Next day);8:00 AM - 10:00 PM;8:00 AM - 1:00 AM (Next day);8:00 AM - 1:00 AM (Next day);8:00 AM - 1:00 AM (Next day);8:00 AM - 1:00 AM (Next day);10:00 AM - 1:00 AM (Next day),Bars;American (Traditional),"269 Park Ave, Weymouth, MA 02190"
Hong Kong,3 star rating,12:00 PM - 8:00 PM;12:00 PM - 8:00 PM;12:00 PM - 8:00 PM;12:00 PM - 8:00 PM;12:00 PM - 11:00 PM;12:00 PM - 11:00 PM;12:00 PM - 8:00 PM,Chinese;Dive Bars,"1238 Massachusetts Ave, Cambridge, MA 31210"
Hojoko Boston,3.5 star rating,Closed;5:00 PM - 9:00 PM;5:00 PM - 9:00 PM;5:00 PM - 9:00 PM;5:00 PM - 11:00 PM;5:00 PM - 11:00 PM;Closed,Japanese;Cocktail Bars,"1271 Boylston St, Boston, MA 02215"
Tavern in the Square,3 star rating,4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 12:00 AM (Next day);4:00 PM - 2:00 AM (Next day);4:00 PM - 2:00 AM (Next day);11:30 AM - 2:00 AM (Next day);11:30 AM - 12:00 AM (Next day),Sports Bars;Desserts;American (Traditional),"161 Brighton Ave, Allston, MA 02134"
Buttermilk & Bourbon,4 star rating,12:00 PM - 10:00 PM;12:00 PM - 10:00 PM;12:00 PM - 10:00 PM;12:00 PM - 10:00 PM;12:00 PM - 11:00 PM;11:00 AM - 11:00 PM;10:30 AM - 3:00 PM;5:00 PM - 10:00 PM,Southern;Bars;Tapas Bars,"160 Commonwealth Ave, Boston, MA 02116"
Eddie C's Bar,4 star rating,8:00 AM - 2:00 AM (Next day);8:00 AM - 2:00 AM (Next day);8:00 AM - 2:00 AM (Next day);8:00 AM - 2:00 AM (Next day);8:00 AM - 2:00 AM (Next day);8:00 AM - 2:00 AM (Next day);12:00 PM - 2:00 AM (Next day),Dive Bars,"34 Maverick Sq, Boston, MA 02128"
Eddie C's Bar,4 star rating,8:00 AM - 2:00 AM (Next day);8:00 AM - 2:00 AM (Next day);8:00 AM - 2:00 AM (Next day);8:00 AM - 2:00 AM (Next day);8:00 AM - 2:00 AM (Next day);8:00 AM - 2:00 AM (Next day);12:00 PM - 2:00 AM (Next day),Dive Bars,"34 Maverick Sq, Boston, MA 02128"
Brighton Bodega,4.5 star rating,4:30 PM - 1:00 AM (Next day);4:30 PM - 1:00 AM (Next day);4:30 PM - 1:00 AM (Next day);4:30 PM - 1:00 AM (Next day);4:30 PM - 1:00 AM (Next day);4:30 PM - 1:00 AM (Next day);4:30 PM - 1:00 AM (Next day),Cocktail Bars;Tapas/Small Plates,"328 Washington St, Brighton, MA 02135"
SoWa Power Station,N/A,Closed;Closed;Closed;Closed;Closed;Closed;11:00 AM - 4:00 PM,Beer Gardens,"540 Harrison Ave, Boston, MA 02118"
SoWa Power Station,N/A,Closed;Closed;Closed;Closed;Closed;Closed;11:00 AM - 4:00 PM,Beer Gardens,"540 Harrison Ave, Boston, MA 02118"
Corner Tavern,4 star rating,12:00 PM - 12:00 AM (Next day);Closed;12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day),Bars;American (New),"421 Marlborough St, Boston, MA 02115"
C.F. McCarthy’s,4 star rating,11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);10:00 AM - 1:00 AM (Next day);10:00 AM - 1:00 AM (Next day),American (New);American (Traditional);Irish Pub,"614 Washington St, Canton, MA 02021"
The Friendly Toast,3.5 star rating,8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 3:00 PM,Breakfast & Brunch;Bars,"50 Independence Way, Danvers, MA 01923"
Johnny Kono's Bar & Grill,4.5 star rating,8:00 AM - 1:00 AM (Next day);8:00 AM - 10:00 PM;8:00 AM - 1:00 AM (Next day);8:00 AM - 1:00 AM (Next day);8:00 AM - 1:00 AM (Next day);8:00 AM - 1:00 AM (Next day);10:00 AM - 1:00 AM (Next day),Bars;American (Traditional),"269 Park Ave, Weymouth, MA 02190"
Corner Tavern,4 star rating,12:00 PM - 12:00 AM (Next day);Closed;12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day);12:00 PM - 12:00 AM (Next day),Bars;American (New),"421 Marlborough St, Boston, MA 02115"
The Bebop,4 star rating,11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day);11:00 AM - 1:00 AM (Next day),Irish Pub;American (Traditional);Music Venues,"1116 Boylston St, Boston, MA 02215"
La Bodega,4.5 star rating,Closed;5:30 PM - 10:00 PM;5:30 PM - 10:00 PM;5:30 PM - 10:00 PM;5:30 PM - 10:00 PM;5:30 PM - 10:00 PM;Closed,Spanish;Tapas Bars;Cocktail Bars,"21 Nichols Ave, Watertown, MA 02472"
The Friendly Toast,4 star rating,8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 3:00 PM;8:00 AM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 5:00 PM,Bars;Breakfast & Brunch;Diners,"35 Stanhope St, Back Bay, MA 02116"
Shore Leave,3.5 star rating,Closed;5:00 PM - 12:00 AM (Next day);5:00 PM - 12:00 AM (Next day);5:00 PM - 1:00 AM (Next day);5:00 PM - 1:00 AM (Next day);5:00 PM - 1:00 AM (Next day);Closed,Cocktail Bars,"11 William E Mullins Way, Boston, MA 02118"
