name,rating,hours,categories,address
My Beautique Boston,5 star rating,10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:30 AM - 8:00 PM;10:30 AM - 8:00 PM,Permanent Makeup;Skin Care;Eyelash Service,"41 Putnam St, Office D"
Essential Advanced Skincare and Medspa,5 star rating,10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 4:00 PM;Closed,Skin Care;Massage;Eyelash Service,"358 Washington St, Ste 101"
Evolution MedSpa Boston,5 star rating,10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;Closed;Closed,Skin Care;Medical Spas;Body Contouring,"4 Pleasant St S, Ste 1"
Grettacole,3.5 star rating,9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;8:00 AM - 6:00 PM;10:00 AM - 6:00 PM,Day Spas,"10 Huntington Ave, Boston, MA 02116"
D Luxe Nail Bar,3 star rating,9:30 AM - 8:00 PM;9:30 AM - 8:00 PM;9:30 AM - 8:00 PM;9:30 AM - 8:00 PM;9:30 AM - 8:00 PM;9:30 AM - 7:00 PM;11:00 AM - 6:00 PM,Nail Salons;Waxing;Skin Care,"659 E Broadway, Boston, MA 02127"
Dillon's Russian Steam Bath,4.5 star rating,4:00 PM - 9:00 PM;11:00 AM - 10:00 PM;11:00 AM - 10:00 PM;11:00 AM - 10:00 PM;11:00 AM - 10:00 PM;11:00 AM - 8:00 PM;7:00 AM - 1:00 PM,Massage;Day Spas,"77 Chestnut St, Chelsea, MA 02150"
Le's Beauty & Nail,4 star rating,10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;11:00 AM - 7:00 PM,Nail Salons;Eyelash Service;Waxing,"480 Cambridge St, Cambridge, MA 02141"
Glow Beauty Boutique,4.5 star rating,Closed;9:30 AM - 8:00 PM;9:30 AM - 8:00 PM;9:30 AM - 8:00 PM;9:30 AM - 8:00 PM;8:00 AM - 4:00 PM;Closed,Skin Care;Waxing;Medical Spas,"351A Washington St, Braintree, MA 02184"
J Beauty and Skin,5 star rating,9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 5:00 PM;Closed,Waxing;Skin Care;Eyelash Service,"704 Beaver St, Waltham, MA 02452"
Will Charles Salon,4.5 star rating,9:00 AM - 6:00 PM;6:00 AM - 8:00 PM;9:00 AM - 8:00 PM;6:00 AM - 8:00 PM;9:00 AM - 8:00 PM;8:00 AM - 5:00 PM;Closed,Hair Salons,"11 Newbury St, Fl 3"
First Class Hair Salon & Blowdry Bar By Maggie,4 star rating,10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;9:30 AM - 7:00 PM;10:00 AM - 5:00 PM,Makeup Artists;Hair Stylists,"121 Maverick St, East Boston, MA 02128"
PS Nails & Spa,4 star rating,9:30 AM - 7:00 PM;9:30 AM - 7:00 PM;9:30 AM - 7:00 PM;9:30 AM - 7:00 PM;9:30 AM - 7:00 PM;9:30 AM - 6:00 PM;10:30 AM - 5:00 PM,Nail Salons;Waxing;Eyebrow Services,"34 Gloucester St, Boston, MA 02115"
AE Lola Elena Skin Care & Electrolysis,5 star rating,,Skin Care;Hair Removal,"579 Bennington St, Boston, MA 02128"
Boston Threading,4.5 star rating,10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;11:00 AM - 6:00 PM,Threading Services,"386 Washington St, Brighton"
European Wax Center,4 star rating,8:00 AM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 9:00 PM;8:00 AM - 9:00 PM;8:00 AM - 9:00 PM;8:00 AM - 5:00 PM;9:00 AM - 5:00 PM,Waxing;Skin Care,"309 Cambridge St, Boston, MA 02114"
Wellness Indulgence,4 star rating,10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 9:00 PM,Massage,"252 Newbury St, Fl 2"
Salon Mirabella,3.5 star rating,Closed;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 5:00 PM;Closed,Nail Salons;Skin Care;Hair Salons,"118 Lewis Wharf, Boston, MA 02110"
Salon Mirabella,3.5 star rating,Closed;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 5:00 PM;Closed,Nail Salons;Skin Care;Hair Salons,"118 Lewis Wharf, Boston, MA 02110"
Deluxe Laser And Spa,4.5 star rating,Closed;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 5:00 PM;10:00 AM - 5:00 PM;Closed,Laser Hair Removal;Body Contouring;Tattoo Removal,"1895 Centre St, Ste 205"
Urban Look Hair Studio,1 star rating,,Hair Salons,"236 Sumner St, Boston, MA 02128"
Coco Nail and Spa,3 star rating,9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 6:00 PM;10:00 AM - 6:00 PM,Nail Salons;Skin Care;Waxing,"1175 Walnut St, Newton Highlands, MA 02461"
JP Nails & Spa,4 star rating,9:00 AM - 7:30 PM;9:00 AM - 7:30 PM;9:00 AM - 7:30 PM;9:00 AM - 7:30 PM;9:00 AM - 7:30 PM;9:00 AM - 7:30 PM;10:00 AM - 6:30 PM,Nail Salons;Waxing,"606A Ctr St, Boston, MA 02130"
Tereza Maria Pupeza Skin Care,5 star rating,10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 2:00 PM;8:00 AM - 5:00 PM;8:00 AM - 5:00 PM;12:00 PM - 4:00 PM,Skin Care;Massage Therapy;Reflexology,"10 Converse Pl, Fl 3"
Healthy Foot Spa Reflexology,3 star rating,10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 9:00 PM,Massage;Reflexology,"56 Kneeland St, Fl 2"
Caress Healthy Skin & Hair,4 star rating,Closed;9:30 AM - 7:30 PM;9:30 AM - 7:30 PM;9:30 AM - 7:30 PM;9:30 AM - 7:30 PM;9:30 AM - 5:00 PM;Closed,Hair Salons;Skin Care;Waxing,"499 E Broadway, Boston, MA 02127"
Acote Salon,4.5 star rating,9:00 AM - 5:30 PM;9:00 AM - 7:30 PM;9:00 AM - 7:30 PM;9:00 AM - 7:30 PM;9:00 AM - 7:30 PM;8:30 AM - 5:30 PM;Closed,Hair Salons;Makeup Artists;Eyelash Service,"132 Newbury St, Boston, MA 02116"
Fenny's Salon,4.5 star rating,10:00 AM - 6:30 PM;10:00 AM - 6:30 PM;Closed;10:00 AM - 6:30 PM;10:00 AM - 6:30 PM;9:00 AM - 5:30 PM;9:00 AM - 5:30 PM,Hair Salons;Eyebrow Services;Waxing,"1256 Washington St, Boston, MA 02118"
Marlen's Beauty Salon,4 star rating,10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;Closed;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 4:00 PM,Hair Salons;Nail Salons,"54 Chelsea St, East Boston, MA 02128"
Waxing The City,4.5 star rating,12:00 PM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 4:00 PM;10:00 AM - 4:00 PM,Waxing;Eyelash Service,"108 Beverly St, Boston, MA 02114"
Bella Day Spa,5 star rating,,Day Spas,"416 W Broadway, Ste 2C"
Bebe Spa,4 star rating,Closed;9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;10:00 AM - 6:00 PM,Nail Salons;Hair Salons;Waxing,"1680 Beacon St, Brookline, MA 02445"
Spa Logan Inc,5 star rating,,Massage,"10 Milk St, Ste 1055"
