name,rating,hours,categories,address
Hatch Makerspace,5 star rating,Closed;1:00 PM - 9:00 PM;1:00 PM - 9:00 PM;1:00 PM - 9:00 PM;1:00 PM - 9:00 PM;1:00 PM - 7:00 PM;1:00 PM - 7:00 PM,Libraries;Makerspaces;3D Printing,"20 Summer St, Arsenal Project"
Open Doors,3.5 star rating,9:00 AM - 9:00 PM;9:00 AM - 9:00 PM;9:00 AM - 9:00 PM;9:00 AM - 9:00 PM;9:00 AM - 9:00 PM;9:00 AM - 9:00 PM;9:00 AM - 9:00 PM,Spiritual Shop;Reiki;Psychics,"395 A Washington St, Braintree, MA 02184"
The Theater Offensive,5 star rating,9:30 AM - 5:00 PM;9:30 AM - 5:00 PM;9:30 AM - 5:00 PM;9:30 AM - 5:00 PM;9:30 AM - 5:00 PM;Closed;Closed,Performing Arts;Cultural Center,"565 Boylston St, Fl 3"
Sunday Astrology,N/A,11:00 AM - 9:00 PM;11:00 AM - 9:00 PM;11:00 AM - 9:00 PM;11:00 AM - 9:00 PM;11:00 AM - 9:00 PM;9:00 AM - 10:00 PM;11:00 AM - 10:00 PM,,N/A
Larz Anderson Auto Museum,4.5 star rating,Closed;Closed;10:00 AM - 3:00 PM;10:00 AM - 3:00 PM;10:00 AM - 3:00 PM;10:00 AM - 3:00 PM;10:00 AM - 3:00 PM,Museums;Venues & Event Spaces,"15 Newton St, Brookline, MA 02445"
American Repertory Theater,4.5 star rating,Closed;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM,Performing Arts,"64 Brattle St, Cambridge, MA 02138"
Lexington Venue,4 star rating,,Cinema,"1794 Massachusetts Ave, Lexington, MA 02420"
Boston City Lights,4.5 star rating,,Performing Arts,"1154 Washington St, Boston, MA 02118"
Plaster Fun Time,3.5 star rating,10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 7:00 PM;11:00 AM - 6:00 PM,Art Supplies;Arts & Entertainment,"910 Broadway, Saugus, MA 01906"
Moves & Vibes Dance Co,5 star rating,8:00 PM - 10:00 PM;8:00 PM - 10:00 PM;8:00 PM - 10:00 PM;Closed;Closed;Closed;Closed,Performing Arts;Dance Studios,"44 Fifth St, Cambridge, MA 02141"
Wilson Farm,4 star rating,9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;8:00 AM - 7:00 PM;8:00 AM - 7:00 PM,Fruits & Veggies;Grocery;Farms,"10 Pleasant St, Lexington, MA 02421"
Cooper Gallery,5 star rating,11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;Closed;Closed,Art Galleries;Museums,"102 Mount Auburn St, Cambridge, MA 02138"
The Footlight Club,4 star rating,,Performing Arts;Community Service/Non-Profit,"7A Eliot St, Eliot Hall"
Revere Beach National Sand Sculpting Festival,4.5 star rating,,Festivals,"Revere Beach, Revere, MA 02151"
New Art Center in Newton,4.5 star rating,9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;1:00 PM - 5:00 PM;Closed,Art Galleries;Art Schools,"61 Washington Park, Newtonville, MA 02460"
Boston Winery,4.5 star rating,Closed;Closed;10:30 AM - 4:30 PM;10:30 AM - 8:00 PM;10:30 AM - 8:00 PM;11:30 AM - 7:00 PM;11:30 AM - 4:00 PM,Wineries;Venues & Event Spaces,"26 Ericsson St, Boston, MA 02122"
Toad,4 star rating,5:00 PM - 1:00 AM (Next day);5:00 PM - 1:00 AM (Next day);5:00 PM - 1:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);5:00 PM - 2:00 AM (Next day);3:00 PM - 1:00 AM (Next day),Music Venues;Dance Clubs;Dive Bars,"1912 Massachusetts Ave, Cambridge, MA 02140"
Mudflat Gallery,4.5 star rating,10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;10:00 AM - 7:00 PM;12:00 PM - 5:00 PM,Art Galleries,"36 White St, Porter Square Shopping Center"
Saugus Iron Works,5 star rating,,Landmarks & Historical Buildings;Museums,"244 Central St, Saugus, MA 01906"
Sloane Merrill Gallery,5 star rating,Closed;11:00 AM - 7:00 PM;11:00 AM - 7:00 PM;11:00 AM - 7:00 PM;11:00 AM - 8:00 PM;11:00 AM - 8:00 PM;Closed,Art Galleries,"75 Charles St, Boston, MA 02114"
Around the Corner,5 star rating,10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;Closed,Framing;Art Galleries,"645 Tremont St, Boston, MA 02118"
MIT List Visual Arts Center,4.5 star rating,Closed;12:00 PM - 6:00 PM;12:00 PM - 6:00 PM;12:00 PM - 8:00 PM;12:00 PM - 6:00 PM;12:00 PM - 6:00 PM;12:00 PM - 6:00 PM,Art Galleries,"20 Ames St, Bldg E15"
Artist’s For Humanity,4.5 star rating,9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;Closed;Closed,Venues & Event Spaces;Art Galleries,"100 West Second St, Boston, MA 02127"
Boston Symphony Hall,4.5 star rating,10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;Closed,Performing Arts;Music Venues,"301 Massachusetts Ave, Boston, MA 02115"
Grogan & Company,3.5 star rating,,Jewelry;Art Galleries;Auction Houses,"20 Charles St, Boston, MA 02114"
Multicultural Arts Center,4.5 star rating,10:30 AM - 6:00 PM;10:30 AM - 6:00 PM;10:30 AM - 6:00 PM;10:30 AM - 6:00 PM;10:30 AM - 6:00 PM;Closed;Closed,Venues & Event Spaces;Art Galleries,"41 2nd St, Cambridge, MA 02141"
Harriet Tubman House,4 star rating,,Art Galleries,"566 Columbus Ave, Roxbury, MA 02118"
Huntington Theatre Company,4 star rating,Closed;12:00 PM - 7:30 PM;12:00 PM - 7:30 PM;12:00 PM - 7:30 PM;12:00 PM - 8:00 PM;12:00 PM - 8:00 PM;12:00 PM - 4:00 PM,Performing Arts,"264 Huntington Ave, Boston, MA 02115"
Boston Seafood Festival,3.5 star rating,Closed;Closed;Closed;Closed;Closed;Closed;11:00 AM - 7:00 PM,Festivals;Seafood Markets,"15 Boston Fish Pier, Boston, MA 02210"
Longfellow House Washington's Headquarters,4.5 star rating,Closed;Closed;Closed;Closed;9:30 AM - 4:30 PM;9:30 AM - 4:30 PM;9:30 AM - 4:30 PM,Museums,"105 Brattle St, Cambridge, MA 02138"
Meadow Mist Farm,5 star rating,10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM,Fruits & Veggies;Farms,"142 Marrett Rd, Lexington, MA 02421"
Films at the gate,5 star rating,,Outdoor Movies,"John F Fitzgerald Surface Rd, Boston, MA 02111"
Gallery NAGA,4.5 star rating,Closed;10:00 AM - 5:00 PM;10:00 AM - 5:00 PM;10:00 AM - 5:00 PM;10:00 AM - 5:00 PM;10:00 AM - 5:00 PM;Closed,Art Galleries,"67 Newbury St, Boston, MA 02116"
Jamaica Pond Lantern Parade,4 star rating,,Festivals;Local Flavor,"507 Jamaicaway, Jamaica Plain, MA 02130"
4xvr,5 star rating,Closed;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;1:00 PM - 6:00 PM;1:00 PM - 6:00 PM;1:00 PM - 6:00 PM,Virtual Reality Centers,"44 Woodside Ave, Winthrop, MA 02152"
Mills Gallery at Boston Center for the Arts,4.5 star rating,Closed;Closed;12:00 PM - 5:00 PM;12:00 PM - 9:00 PM;12:00 PM - 9:00 PM;12:00 PM - 9:00 PM;12:00 PM - 5:00 PM,Art Galleries;Performing Arts,"539 Tremont St, Boston, MA 02116"
Extreme Beer Festival,5 star rating,,Festivals,"200 Seaport Blvd, Seaport World Trade Center"
The Hasty Pudding,4.5 star rating,12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;Closed,Performing Arts,"12 Holyoke St, Cambridge, MA 02138"
St Anthony's Feast,4.5 star rating,,Festivals,"201-203 Endicott St, Boston, MA 02113"
Stonehurst - Robert Treat Paine Estate,4.5 star rating,,Landmarks & Historical Buildings;Museums,"100 Robert Treat Pane Dr, Waltham, MA 02452"
Old South Meeting House,4.5 star rating,Closed;Closed;Closed;10:00 AM - 4:00 PM;10:00 AM - 4:00 PM;10:00 AM - 4:00 PM;10:00 AM - 4:00 PM,Museums;Venues & Event Spaces,"310 Washington St, Boston, MA 02108"
Boston Hysterical Society,5 star rating,9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 9:00 PM;9:00 AM - 9:30 PM;5:45 AM - 11:45 PM;7:45 AM - 10:45 PM,Magicians;Performing Arts,"31 Milk St, Boston, MA 02109"
Wilson Farm,4 star rating,9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;9:00 AM - 7:00 PM;8:00 AM - 7:00 PM;8:00 AM - 7:00 PM,Fruits & Veggies;Grocery;Farms,"10 Pleasant St, Lexington, MA 02421"
Somerset Club,5 star rating,,Social Clubs,"42 Beacon St, Boston, MA 02108"
Enchanted Boston Psychic Room,N/A,Open 24 hours;Open 24 hours;Open 24 hours;Open 24 hours;Open 24 hours;Open 24 hours;Open 24 hours,Astrologers;Reiki,"90 Canal St, 4th fl"
Ancient and Honorable Artillery Company,5 star rating,,Museums,"Faneuil Hall Marketplace, Boston, MA 02109"
La Galería,N/A,Closed;Closed;Closed;3:00 PM - 6:00 PM;3:00 PM - 6:00 PM;1:00 PM - 4:00 PM;Closed,,"85 W Newton St, Villa Victoria Center for the Arts"
Big Apple Circus,5 star rating,,Performing Arts,"1 City Hall Plz, Boston, MA 02108"
Embassy Cinema,4 star rating,1:00 PM - 11:00 PM;1:00 PM - 11:00 PM;1:00 PM - 11:00 PM;1:00 PM - 11:00 PM;1:00 PM - 11:00 PM;1:00 PM - 11:00 PM;1:00 PM - 11:00 PM,Cinema,"16 Pine St, Waltham, MA 02453"
Griffin Photography Museum,4 star rating,Closed;12:00 PM - 4:00 PM;12:00 PM - 4:00 PM;12:00 PM - 4:00 PM;12:00 PM - 4:00 PM;12:00 PM - 4:00 PM;12:00 PM - 4:00 PM,Art Galleries;Museums;Venues & Event Spaces,"67 Shore Rd, Winchester, MA 01890"
The Picture Place,5 star rating,Closed;11:00 AM - 5:00 PM;11:00 AM - 5:00 PM;11:00 AM - 5:00 PM;11:00 AM - 5:00 PM;11:00 AM - 5:00 PM;Closed,Framing;Art Galleries;Printing Services,"320 Harvard St, Ste A"
Gateway Arts-Craft Store & Art Gallery,4.5 star rating,11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;12:00 PM - 5:00 PM;Closed,Arts & Crafts;Art Galleries;Gift Shops,"60-62 Harvard St, Brookline, MA 02445"
Aviary Gallery,4.5 star rating,Closed;Closed;Closed;12:00 PM - 7:00 PM;12:00 PM - 7:00 PM;12:00 PM - 7:00 PM;11:00 AM - 4:00 PM,Art Galleries;Photography Stores & Services,"48 South St, Jamaica Plain, MA 02130"
Battle of Bunker Hill Museum,4.5 star rating,,Tours;Landmarks & Historical Buildings;Museums,"43 Monument Sq, Charlestown, MA 02129"
Bye Bye Liver: The Boston Drinking Play,3 star rating,,Performing Arts;Comedy Clubs;Bars,"25 Union St, Hennessy's"
Jazz in the Air,5 star rating,9:00 AM - 9:00 PM;9:00 AM - 9:00 PM;9:00 AM - 9:00 PM;9:00 AM - 9:00 PM;9:00 AM - 9:00 PM;9:00 AM - 9:00 PM;9:00 AM - 9:00 PM,Musicians;Jazz & Blues,"St Marys St, Boston, MA 02115"
Magika,4.5 star rating,Closed;Closed;Closed;12:00 PM - 6:00 PM;12:00 PM - 6:00 PM;12:00 PM - 7:00 PM;12:00 PM - 7:00 PM,Supernatural Readings,"107 Federal St, Salem, MA 01970"
First Night First Day - Ice Sculptures,3.5 star rating,,Festivals,"700 Boylston St, Boston, MA 02116"
The Hidden Art Gallery,N/A,Open 24 hours;Open 24 hours;Open 24 hours;Open 24 hours;Open 24 hours;12:00 PM - 4:00 PM;Open 24 hours,Art Classes,"25 Myrtle Street, Boston, MA 02114"
ComedySportz Boston,5 star rating,9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 11:45 PM;9:00 AM - 11:45 PM;9:00 AM - 10:00 PM,Performing Arts;Comedy Clubs,"5 Basile St, Roslindale, MA 02131"
Regina Russell's Tea Room,3.5 star rating,Closed;10:30 AM - 9:30 PM;10:30 AM - 9:30 PM;10:30 AM - 9:30 PM;10:30 AM - 9:30 PM;10:30 AM - 5:00 PM;10:30 AM - 5:00 PM,Tea Rooms;Supernatural Readings,"40 Franklin St, Quincy, MA 02169"
The Boston Book Festival,5 star rating,,Festivals,N/A
DTR Modern Galleries,5 star rating,10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;12:00 PM - 6:00 PM,Art Galleries,"167 Newbury St, Boston, MA 02116"
The Original Tremont Tearoom,3 star rating,11:00 AM - 7:00 PM;11:00 AM - 7:00 PM;11:00 AM - 7:00 PM;11:00 AM - 8:00 PM;11:00 AM - 7:00 PM;11:00 AM - 6:00 PM;Closed,Supernatural Readings,"333 Washington St, Boston, MA 02108"
Urbanity Dance,4.5 star rating,10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;10:00 AM - 6:00 PM;Closed;Closed,Dance Studios;Dance Schools;Performing Arts,"1180 Washington St, Unit 100"
Kendall Square Cinema,4 star rating,12:30 PM - 10:00 PM;12:30 PM - 10:00 PM;12:30 PM - 10:00 PM;12:30 PM - 10:00 PM;12:30 PM - 10:00 PM;10:30 AM - 10:00 PM;10:30 AM - 10:00 PM,Cinema,"355 Binney St, Cambridge, MA 02139"
Orpheum Theater,2.5 star rating,,Music Venues,"1 Hamilton Pl, Boston, MA 02108"
Cirque Du Soleil - Varekai,3 star rating,,Performing Arts,"925 Commonwealth Ave, Agganis Arena"
The Gallery@57,5 star rating,11:00 AM - 3:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 4:00 PM,Pop-up Shops;Art Galleries;Gift Shops,"57 Pleasant St, Malden, MA 02148"
Hamill Gallery of African Art,5 star rating,Closed;Closed;Closed;12:00 PM - 6:00 PM;12:00 PM - 6:00 PM;12:00 PM - 6:00 PM;Closed,Antiques;Art Galleries,"2164 Washington St, Roxbury, MA 02119"
Ars Libri,5 star rating,9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;11:00 AM - 5:00 PM;Closed,Art Galleries;Bookstores,"50 Terminal St, Bldg 2 , Ste 517"
The Boston Book Festival,5 star rating,,Festivals,N/A
Peabody Museum of Archaeology & Ethnology,3.5 star rating,9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM,Museums,"11 Divinity Ave, Cambridge, MA 02138"
13FOREST Gallery,5 star rating,Closed;11:00 AM - 7:00 PM;11:00 AM - 7:00 PM;11:00 AM - 8:00 PM;11:00 AM - 6:00 PM;12:00 PM - 6:00 PM;12:00 PM - 6:00 PM,Art Galleries,"167A Massachusetts Ave, Arlington, MA 02474"
TONGWOOD ART STUDIO,4 star rating,,Paint & Sip,"329B Newport AvQuincyMA, Quincy, MA 02170"
Arlington Street Church Tiffany Windows Education Center,5 star rating,10:00 AM - 3:00 PM;10:00 AM - 3:00 PM;10:00 AM - 3:00 PM;10:00 AM - 3:00 PM;10:00 AM - 3:00 PM;10:00 AM - 3:00 PM;Closed,Cultural Center;Museums;Art Galleries,"20 Arlington St, Boston, MA 02116"
Boylston Schul-Verein,4 star rating,Closed;Closed;Closed;Closed;Closed;12:00 PM - 10:00 PM;12:00 PM - 5:00 PM,German;Education;Social Clubs,"8 County St, Walpole, MA 02081"
The Mµseum,5 star rating,6:00 AM - 5:30 AM (Next day);6:00 AM - 5:30 AM (Next day);6:00 AM - 5:30 AM (Next day);6:00 AM - 5:30 AM (Next day);6:00 AM - 5:30 AM (Next day);6:00 AM - 5:30 AM (Next day);6:00 AM - 5:30 AM (Next day),Museums,"72 1/2 Union Square, Somerville, MA 02144"
American Provisions Dorchester,4 star rating,9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 4:00 PM;9:00 AM - 4:00 PM,Sandwiches;Grocery;Wineries,"1971 Dorchester Ave, Boston, MA 02124"
"Paul S. Russell MD Museum of Medical History and Innovation",5 star rating,9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;Closed;Closed,Museums,"2 N Grove St, Boston, MA 02114"
Boston Bit Fest,5 star rating,,Nightlife;Festivals;Local Flavor,"87 Santilli Hwy, Everett, MA 02149"
Prowse Farm,4.5 star rating,,Attraction Farms;Landmarks & Historical Buildings,"5 Blue Hill River Rd, Canton, MA 02021"
Boston Swing Central,4.5 star rating,Closed;Closed;Closed;Closed;8:00 PM - 12:00 AM (Next day);Closed;Closed,Performing Arts;Dance Studios,"26 New St, Extreme Dancesport"
Gore Place,4 star rating,10:00 AM - 2:00 PM;10:00 AM - 2:00 PM;10:00 AM - 2:00 PM;10:00 AM - 2:00 PM;10:00 AM - 2:00 PM;12:00 PM - 3:00 PM;Closed,Venues & Event Spaces;Museums;Farms,"52 Gore St, Waltham, MA 02453"
Kingston Gallery,3 star rating,Closed;Closed;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM,Art Galleries;Venues & Event Spaces,"450 Harrison Ave, Ste 43"
Boston Festival Of Indie Games,4 star rating,,Festivals,"84 Massachusetts Ave, Cambridge, MA 02139"
Dedham Community Theatre,4.5 star rating,,Cinema;Landmarks & Historical Buildings,"580 High St, Dedham, MA 02026"
Boston Studio Photography,5 star rating,8:00 AM - 10:00 PM;8:00 AM - 10:00 PM;8:00 AM - 10:00 PM;8:00 AM - 10:00 PM;8:00 AM - 10:00 PM;8:00 AM - 10:00 PM;8:00 AM - 10:00 PM,Arts & Entertainment;Photographers,"1946 Washington St, Boston, MA 02118"
Lyric Stage Company of Boston,4.5 star rating,Closed;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM,Performing Arts,"140 Clarendon St, Boston, MA 02116"
Yaymaker,3.5 star rating,9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM,Paint & Sip;Art Classes;Party & Event Planning,N/A
Arden Gallery,N/A,Closed;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;12:00 PM - 5:00 PM,,"129 Newbury St, Boston, MA 02116"
Igor Golyak Acting Studio,5 star rating,9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;Closed;Closed,Performing Arts;Specialty Schools,"368 Hillside Ave, Needham, MA 02494"
Susi's Gallery For Children,4.5 star rating,Closed;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;10:00 AM - 5:00 PM;Closed,Art Galleries,"348 Huron Ave, Cambridge, MA 02138"
Jamaica Plain Christmas Castle,4 star rating,,Arts & Entertainment,"61 Arborway, Jamaica Plain, MA 02130"
Robert Klein Gallery,4 star rating,Closed;10:00 AM - 5:30 PM;10:00 AM - 5:30 PM;10:00 AM - 5:30 PM;10:00 AM - 5:30 PM;11:00 AM - 5:00 PM;Closed,Art Galleries,"38 Newbury St, Fourth Floor"
Music Maker Studios,5 star rating,2:00 PM - 9:00 PM;2:00 PM - 9:00 PM;2:00 PM - 9:00 PM;2:00 PM - 9:00 PM;Closed;10:00 AM - 9:00 PM;Closed,Performing Arts;Musical Instruments & Teachers,"185 Corey Rd, Brighton, MA 02135"
Launch Entertainment Park,4 star rating,Closed;3:30 PM - 7:00 PM;3:30 PM - 7:00 PM;3:30 PM - 7:00 PM;3:30 PM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 6:00 PM,Arcades;Laser Tag;Trampoline Parks,"366 Cambridge Rd, Woburn, MA 01801"
Turkish Cultural Center,4.5 star rating,9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 6:00 PM;9:00 AM - 1:00 PM;Closed,Cultural Center;Community Service/Non-Profit,"1105 Commonwealth Ave, Ste 203"
Lady Irene,4.5 star rating,,Psychic Mediums,N/A
Madman with a Marker,5 star rating,,Performing Arts;Caricatures,N/A
McMullen Museum of Art,5 star rating,10:00 AM - 5:00 PM;10:00 AM - 5:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 5:00 PM;12:00 PM - 5:00 PM;12:00 PM - 5:00 PM,Art Museums,"2101 Commonwealth Ave, McMullen Museum Of Art Boston College"
