name,rating,hours,categories,address
Robbins Farm Park,4.5 star rating,,Parks,"51 Eastern Ave, Arlington, MA 02476"
Victory Rentals,5 star rating,8:00 AM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 8:00 PM,Rafting/Kayaking;Scooter Rentals;Bike Rentals,N/A
Passcode Escape Room,5 star rating,12:00 PM - 10:00 PM;12:00 PM - 10:00 PM;12:00 PM - 10:00 PM;12:00 PM - 10:00 PM;12:00 PM - 10:00 PM;10:00 AM - 10:00 PM;10:00 AM - 10:00 PM,Escape Games,"67 Coddington St, Ste 206"
Battle Road Trail,4.5 star rating,,Hiking,"Massachusetts Ave At Wood St, Lexington, MA 02420"
Whitney and Thayer Woods,5 star rating,,Hiking,N/A
Battle Road Trail,4.5 star rating,,Hiking,"Massachusetts Ave At Wood St, Lexington, MA 02420"
Chestnut Hill Reservoir,4.5 star rating,,Parks,"400 Chestnut Hill Ave, Brookline, MA 02445"
Fisher Hill Reservoir,4 star rating,,Parks;Local Flavor,"Fisher Hill Ave & Baxter Rd., Brookline, MA 02445"
Spy Pond,4.5 star rating,,Parks;Lakes,"Pond Ln, Arlington, MA 02474"
Blessing of the Bay Boathouse,5 star rating,12:00 PM - 6:45 PM;12:00 PM - 6:45 PM;12:00 PM - 6:45 PM;12:00 PM - 6:45 PM;12:00 PM - 6:45 PM;8:00 AM - 6:45 PM;8:00 AM - 6:45 PM,Boating;Rafting/Kayaking;Paddleboarding,"32 Shore Dr, Somerville, MA 02145"
Boston Healing Tao,5 star rating,,Tai Chi;Meditation Centers,"11 Bow St, Somerville, MA 02143"
Alvah Kittredge Park,5 star rating,,Parks,"1 Alvah Kittredge Park, Boston, MA 02119"
Boxaroo,5 star rating,10:00 AM - 3:00 PM;5:00 PM - 10:00 PM;Closed;10:00 AM - 3:00 PM;5:00 PM - 11:00 PM;10:00 AM - 3:00 PM;5:00 PM - 10:00 PM;10:00 AM - 3:00 PM;5:00 PM - 10:00 PM;10:00 AM - 11:00 PM;10:00 AM - 11:00 PM,Escape Games,"55 Court St, Boston, MA 02108"
Larz Anderson Park,4.5 star rating,10:00 AM - 7:30 PM;10:00 AM - 7:30 PM;10:00 AM - 7:30 PM;10:00 AM - 7:30 PM;10:00 AM - 7:30 PM;10:00 AM - 7:30 PM;10:00 AM - 7:30 PM,Parks;Skating Rinks,"23 Newton St, Brookline, MA 02445"
Boston Electric Boats,4.5 star rating,10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM;10:00 AM - 8:00 PM,Boating;Boat Charters,N/A
Childe Hassam Park,4 star rating,,Parks,"325 Columbus Ave, Boston, MA 02116"
Kayak Pools,N/A,,,"33 Traveler St, Ste 400"
Elite39,5 star rating,6:00 AM - 12:00 PM;4:00 PM - 9:00 PM;6:00 AM - 12:00 PM;4:00 PM - 9:00 PM;6:00 AM - 12:00 PM;4:00 PM - 9:00 PM;6:00 AM - 12:00 PM;4:00 PM - 9:00 PM;6:00 AM - 4:00 PM;9:00 AM - 2:00 PM;Closed,Trainers;Boxing;Interval Training Gyms,"39 Harvard St, Fl 2"
R3VIVE FITNESS,5 star rating,12:00 PM - 1:00 PM;6:00 PM - 8:00 PM;12:00 PM - 1:00 PM;6:00 PM - 8:00 PM;12:00 PM - 1:00 PM;6:00 PM - 8:00 PM;12:00 PM - 1:00 PM;6:00 PM - 8:00 PM;12:00 PM - 1:00 PM;6:00 PM - 8:00 PM;9:30 AM - 12:30 PM;Closed,Trainers;Gyms,"435 Melnea Cass Blvd, Boston, MA 02120"
Merrymount Park,4.5 star rating,,Parks,"1 Merrymount Pkwy, Quincy, MA 02170"
Deer Island,4.5 star rating,,Beaches,"290 Tafts Ave, Winthrop, MA 02152"
Boston Yoga Union,4.5 star rating,,Yoga,"1112 Boylston St, Boston, MA 02215"
Blue Hills Reservation,4.5 star rating,,Parks;Hiking,"695 Hillside St, Milton, MA 02186"
Pilates Back Bay,5 star rating,,Pilates,"376 Boylston St, Fl 3"
Somerville YMCA,3 star rating,6:00 AM - 10:00 PM;6:00 AM - 10:00 PM;6:00 AM - 10:00 PM;6:00 AM - 10:00 PM;6:00 AM - 10:00 PM;7:00 AM - 7:00 PM;9:00 AM - 4:00 PM,Gyms;Child Care & Day Care,"101 Highland Ave, Somerville, MA 02143"
barre3 Boston - South End,5 star rating,8:00 AM - 11:00 AM;4:00 PM - 7:00 PM;5:45 AM - 11:30 AM;4:00 PM - 7:00 PM;7:00 AM - 11:30 AM;4:30 PM - 7:00 PM;5:45 AM - 11:30 AM;4:00 PM - 7:00 PM;8:00 AM - 6:00 PM;8:00 AM - 12:30 PM;9:00 AM - 12:00 PM;4:00 PM - 6:00 PM,Barre Classes;Pilates;Yoga,"1511 Washington St, Boston, MA 02118"
Boston Seirenkai Academy,5 star rating,Closed;Closed;Closed;Closed;Closed;1:00 PM - 3:00 PM;Closed,Karate;Self-defense Classes,"40 Armington St, Boston, MA 02134"
Larz Anderson Park,4.5 star rating,10:00 AM - 7:30 PM;10:00 AM - 7:30 PM;10:00 AM - 7:30 PM;10:00 AM - 7:30 PM;10:00 AM - 7:30 PM;10:00 AM - 7:30 PM;10:00 AM - 7:30 PM,Parks;Skating Rinks,"23 Newton St, Brookline, MA 02445"
Anthony Costa Park,5 star rating,,Parks,"71 Charles St, Cambridge, MA 02141"
Josh Brown Personal Training,N/A,1:00 PM - 7:30 PM;8:00 AM - 6:00 PM;8:00 AM - 6:00 PM;Closed;Closed;Closed;Closed,Trainers,N/A
City Golf Boston,5 star rating,10:00 AM - 9:00 PM;10:00 AM - 9:00 PM;10:00 AM - 8:00 PM;10:00 AM - 9:00 PM;10:00 AM - 7:30 PM;10:00 AM - 5:00 PM;10:00 AM - 4:00 PM,Golf;Golf Lessons,"167 Milk St, Boston, MA 02109"
Pop Allston,4 star rating,,Active Life,"89 Brighton Ave, Boston, MA 02134"
Lechmere Canal Park,4.5 star rating,,Parks,N/A
Charles River Canoe & Kayak,4.5 star rating,Closed;Closed;Closed;Closed;Closed;Closed;8:00 AM - 4:30 PM,Rafting/Kayaking;Boating;Paddleboarding,"1071 Soldier's Field Rd, Allston, MA 02134"
MWRA Nut Island,4 star rating,,Parks,"147 Sea Ave, Quincy, MA 02169"
Lo Presti Park,4 star rating,,Playgrounds;Parks,"33 Sumner St, Boston, MA 02128"
Yacht Beacon,5 star rating,,Boating;Local Flavor,"Rowes Wharf, Boston, MA 02110"
The Clubs At Charles River Park,3 star rating,5:30 AM - 10:00 PM;5:30 AM - 10:00 PM;5:30 AM - 10:00 PM;5:30 AM - 10:00 PM;5:30 AM - 8:00 PM;8:00 AM - 6:00 PM;8:00 AM - 6:00 PM,Gyms;Swimming Pools;Swimming Lessons/Schools,"10 Whittier Pl, Boston, MA 02114"
Southwest Corridor Park,4 star rating,,Parks,"38 New Heath St, Boston, MA 02130"
Turnstyle - Kendall Square,4 star rating,5:30 AM - 8:30 PM;5:30 AM - 8:30 PM;5:30 AM - 8:30 PM;5:30 AM - 8:30 PM;5:30 AM - 8:30 PM;7:30 AM - 2:00 PM;8:45 AM - 2:00 PM,Cycling Classes;Boot Camps,"14 Hampshire St, Cambridge, MA 02139"
Lynch Family Skatepark,5 star rating,,Skate Parks,"Education St, Cambridge, MA 02141"
Oriental Gateway,4.5 star rating,9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM;8:00 AM - 12:00 AM (Next day);Closed,Sporting Goods;Chinese Martial Arts;Screen Printing/T-Shirt Printing,"19 6th Rd, Woburn, MA 01801"
Wilson Mountain Reservation,4 star rating,7:00 AM - 6:00 PM;7:00 AM - 6:00 PM;7:00 AM - 6:00 PM;7:00 AM - 6:00 PM;7:00 AM - 6:00 PM;7:00 AM - 6:00 PM;7:00 AM - 6:00 PM,Parks;Hiking;Fishing,"384 Common St, Dedham, MA 02026"
Arlington Reservoir,4.5 star rating,,Beaches,N/A
Belle Isle Marsh Reservation,4.5 star rating,,Parks,"1284 Bennington St, Boston, MA 02128"
Fort Revere Park,3.5 star rating,,Parks;Landmarks & Historical Buildings,"60 Farina Rd, Magnetic Telegraph Station"
Robbins Farm Park,4.5 star rating,,Parks,"51 Eastern Ave, Arlington, MA 02476"
The Back Bay Fens,4 star rating,,Parks,"Park Dr At Jersey St, Boston, MA 02215"
Diablo Glass School,5 star rating,,Specialty Schools;Summer Camps,"123 Terrace St, Boston, MA 02120"
Falk Rodney MD,N/A,,Trainers,"720 Harrison Ave, Boston, MA 02118"
Naomi Rotstein Personal Training,5 star rating,6:00 AM - 7:30 PM;6:00 AM - 7:30 PM;6:00 AM - 7:30 PM;6:00 AM - 7:30 PM;6:00 AM - 7:30 PM;6:00 AM - 7:30 PM;6:00 AM - 7:30 PM,Trainers,"12 Clarendon St, Boston, MA 02116"
Weston Shooters Club,5 star rating,Open 24 hours;Open 24 hours;Open 24 hours;Open 24 hours;Open 24 hours;Open 24 hours;Open 24 hours,Gun/Rifle Ranges,"8 Sibley Rd, Weston, MA 02493"
Adler Corinne Nutritnst,N/A,,Nutritionists,"278 Clarendon St, Boston, MA 02116"
Beaver Brook Reservation,4 star rating,,Landmarks & Historical Buildings;Parks,"66 Mill St, Belmont, MA 02478"
Fishing Frenzy Charters,5 star rating,4:00 AM - 10:00 PM;4:00 AM - 10:00 PM;4:00 AM - 10:00 PM;4:00 AM - 10:00 PM;4:00 AM - 10:00 PM;4:00 AM - 10:00 PM;4:00 AM - 10:00 PM,Fishing;Boat Charters,"28 Constitution Rd, Boston, MA 02129"
Fishing Finatics,5 star rating,6:00 AM - 8:00 PM;6:00 AM - 8:00 PM;6:00 AM - 8:00 PM;6:00 AM - 8:00 PM;6:00 AM - 8:00 PM;5:00 AM - 8:00 PM;5:00 AM - 8:00 PM,Fishing,"90 Main St, Everett, MA 02149"
Amaze Escape,5 star rating,3:00 PM - 9:00 PM;3:00 AM - 9:00 PM;3:00 PM - 9:00 PM;3:00 PM - 9:00 PM;3:00 PM - 10:00 PM;10:30 AM - 10:00 PM;10:30 AM - 9:00 PM,Escape Games,"7 Central St, Ste 130"
Wave Health & Fitness,3.5 star rating,5:00 AM - 9:00 PM;5:00 AM - 9:00 PM;5:00 AM - 9:00 PM;5:00 AM - 9:00 PM;5:00 AM - 9:00 PM;7:00 AM - 8:00 PM;7:00 AM - 8:00 PM,Gyms,"1 Seaport Ln, One Seaport Lane"
SuperShag Dance Studio,4 star rating,8:00 AM - 11:00 PM;8:00 AM - 11:00 PM;8:00 AM - 11:00 PM;8:00 AM - 11:00 PM;8:00 AM - 11:00 PM;8:00 AM - 11:00 PM;8:00 AM - 11:00 PM,Dance Studios;Pole Dancing Classes,"42 8th St, Ste 100"
Susan Reardon Wellness,5 star rating,6:00 AM - 8:30 PM;6:00 AM - 8:30 PM;6:00 AM - 8:30 PM;6:00 AM - 8:30 PM;6:00 AM - 7:00 PM;Closed;Closed,Trainers;Nutritionists;Yoga,"12 Clarendon St, Boston, MA 02116"
Turnstyle - South End,4.5 star rating,6:00 AM - 7:30 PM;6:00 AM - 7:30 PM;6:00 AM - 7:30 PM;6:00 AM - 7:30 PM;6:00 AM - 7:30 PM;8:00 AM - 12:00 PM;8:00 AM - 12:00 PM,Cycling Classes,"310 Harrison Ave, Boston, MA 02118"
Franklin Park,3.5 star rating,,Parks,"1 Franklin Park Rd, Roxbury, MA 02121"
North End Park,4.5 star rating,,Parks,"Between The North End And The Financial District, Boston, MA 02113"
Highland Park - Fort Hill,4.5 star rating,,Landmarks & Historical Buildings;Parks,"20 Fort Ave, Roxbury, MA 02119"
Neponset Bike Path,4.5 star rating,,Parks,"Central Ave, Milton, MA 02186"
Brewer/Burroughs Tot Lot,4.5 star rating,,Playgrounds,"Brewer St, Jamaica Plain, MA 02130"
Crystal Lake Park and Beach,3.5 star rating,,Beaches;Parks;Lakes,"30 Rogers St, Newton, MA 02135"
Castle Creek Adventure Land,3 star rating,9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM,Mini Golf;Go Karts;Ice Cream & Frozen Yogurt,"100-114 Swampscott Rd, Salem, MA 01970"
Classic Sail Boston,5 star rating,9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;9:00 AM - 8:00 PM;9:00 AM - 8:00 PM,Boat Charters;Sailing,N/A
Houghton's Pond Recreation Area,4 star rating,,Parks;Hiking,"840 Hillside St, Milton, MA 02186"
Jim Rice Field,N/A,,,"1931 Washington St, Boston, MA 02118"
Coolidge Park,4.5 star rating,,Parks,"50-54 Kenwood St, Brookline, MA 02446"
The Handle Bar Indoor Cycling Studio,4.5 star rating,,Fitness & Instruction;Cycling Classes,"1030 Massachusetts Ave, Cambridge, MA 02138"
Symphony Community Park,4 star rating,,Parks,"39 Edgerly Rd, Boston, MA 02115"
Outdoor New England - ONE,5 star rating,9:00 AM - 4:00 PM;9:00 AM - 4:00 PM;Closed;9:00 AM - 4:00 PM;9:00 AM - 4:00 PM;9:00 AM - 6:00 PM;10:00 AM - 2:00 PM,Outdoor Gear;Rafting/Kayaking;Paddleboarding,"376 Central St, Franklin, NH 03235"
Massachusetts Rifle Association,3.5 star rating,,Gun/Rifle Ranges,"290R Salem St, Woburn, MA 01801"
Invictus Boston,4.5 star rating,5:00 AM - 8:00 PM;5:00 AM - 8:00 PM;5:00 AM - 8:00 PM;5:00 AM - 8:00 PM;5:00 AM - 7:00 PM;8:30 AM - 12:00 PM;9:00 AM - 10:30 AM,Interval Training Gyms,"100 Brookline Ave, Boston, MA 02215"
Life Time,3 star rating,4:00 AM - 12:00 AM (Next day);4:00 AM - 12:00 AM (Next day);4:00 AM - 12:00 AM (Next day);4:00 AM - 12:00 AM (Next day);4:00 AM - 12:00 AM (Next day);4:00 AM - 12:00 AM (Next day);4:00 AM - 12:00 AM (Next day),Gyms;Swimming Pools;Trainers,"44 Harvard St, Westwood, MA 02090"
Hall Memorial Pool,3.5 star rating,11:00 AM - 6:00 PM;3:00 PM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM;11:00 AM - 6:00 PM,Swimming Pools;Parks,"4 N Border Rd, Stoneham, MA 02180"
Crossfit Coolidge Corner,5 star rating,6:00 AM - 8:00 PM;6:00 AM - 8:00 PM;6:00 AM - 8:00 PM;6:00 AM - 8:00 PM;6:00 AM - 8:00 PM;9:30 AM - 1:30 PM;10:00 AM - 1:00 PM,Interval Training Gyms,"40 Aspinwall Ave, Brookline, MA 02446"
Champions Kickboxing,3.5 star rating,12:00 PM - 8:00 PM;12:00 PM - 8:00 PM;12:00 PM - 8:00 PM;12:00 PM - 8:00 PM;12:00 PM - 8:00 PM;10:00 AM - 1:00 PM;10:00 AM - 1:00 PM,Kickboxing;Gyms;Boxing,"1250 Washington St, Boston, MA 02118"
CrossFit Southie,5 star rating,5:00 AM - 8:00 PM;5:00 AM - 8:00 PM;5:00 AM - 8:00 PM;5:00 AM - 8:00 PM;5:00 AM - 7:00 PM;7:00 AM - 1:00 PM;9:00 AM - 12:00 PM,Interval Training Gyms,"385 Dorchester Ave, Ste 100"
Riverside Boat Club,5 star rating,,Boating,"769 Memorial Dr, Cambridge, MA 02139"
Dizzy Llamas Athletic Club,5 star rating,,Amateur Sports Teams;Sports Clubs,N/A
Mothers Rest Playground,5 star rating,,Playgrounds,"32 Fenway, Boston, MA 02215"
Lifted Fitness & Performance,5 star rating,6:00 AM - 9:00 PM;6:00 AM - 9:00 PM;6:00 AM - 9:00 PM;6:00 AM - 9:00 PM;6:00 AM - 9:00 PM;8:00 AM - 2:00 PM;Closed,Trainers;Gyms,"72 K St, South Boston, MA 02127"
Beacon Hill Yoga,4 star rating,6:00 AM - 9:00 PM;6:00 AM - 9:00 PM;6:00 AM - 9:00 PM;6:00 AM - 9:00 PM;6:00 AM - 9:00 PM;9:00 AM - 6:00 PM;9:00 AM - 7:00 PM,Yoga;Pilates,"57 Phillips St, Boston, MA 02114"
Charles River Canoe & Kayak,4.5 star rating,1:30 PM - 8:00 PM;1:30 PM - 8:00 PM;1:30 PM - 8:00 PM;1:30 PM - 8:00 PM;1:30 PM - 8:00 PM;8:00 AM - 8:00 PM;8:00 AM - 8:00 PM,Rafting/Kayaking;Boating;Paddleboarding,"455 Nahanton St, Newton, MA 02459"
Peaceful Forest Studio,5 star rating,,Traditional Chinese Medicine;Martial Arts,"697 Cambridge St, Ste 206"
Falk Rodney MD,N/A,,Trainers,"720 Harrison Ave, Boston, MA 02118"
Yin Style Baguazhang- Boston,5 star rating,Closed;6:30 PM - 8:30 PM;Closed;Closed;Closed;Closed;Closed,Chinese Martial Arts,"70 Beach St 4th, Boston, MA 02111"
Blue Hills - Skyline Trail,5 star rating,,Hiking;Parks,"690 Willard St, Quincy, MA 02169"
The Handle Bar Indoor Cycling Studio,4.5 star rating,,Fitness & Instruction,"1330 Boylston St, Boston, MA 02215"
Olindy's,3.5 star rating,12:00 PM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;9:00 AM - 10:00 PM;10:00 AM - 10:00 PM;10:00 AM - 8:00 PM,Bowling;Pool Halls;Venues & Event Spaces,"170 Quincy Ave, Quincy, MA 02169"
Contoocook River Canoe Company,4.5 star rating,Closed;Closed;10:00 AM - 5:00 PM;10:00 AM - 5:00 PM;10:00 AM - 5:00 PM;9:00 AM - 5:00 PM;9:00 AM - 5:00 PM,Rafting/Kayaking;Paddleboarding;Recreation Centers,"9 Horse Hill Rd, Concord, NH 03303"
outFit,5 star rating,,Trainers;Boot Camps,"759 Gallivan Blvd, Dorchester, MA 02124"
Waltham Athletic Club,3 star rating,5:00 AM - 11:00 PM;5:00 AM - 11:00 PM;5:00 AM - 11:00 PM;5:00 AM - 11:00 PM;5:00 AM - 9:00 PM;7:00 AM - 9:00 PM;7:00 AM - 8:00 PM,Gyms;Tennis;Swimming Pools,"249 Lexington St, Waltham, MA 02452"
